Unique ID,Department,Account No.,Activity Detailed Description,Purchase Type,Supplier,Required Contract Creation?,SLA (Working Days),Assigned Buyer,Item Category,Initial Approved Budget,Revised Approved Budget,Budget Used,Balance,PR Processing Month,PR/PO Status,PR/PO budget used Not paid,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Total AED,Amount Check,Remarks,Department (Repeat)
ECAE-PP-2025-1006,HR,414277,Consulting Service,Urgent,ABC Corp,No,44,Michael,8014.3300 - Consulting,57837.88,49811.32,5004.37,44806.95,05-Dec-24,Planned,,6161.85,4754.86,6342.44,580.27,4028.19,2687.95,7056.1,5875.99,7216.49,385.43,5984.19,4483.09,55556.84999999999,-,,HR
ECAE-PP-2025-1006,HR,414277,Consulting Service,Urgent,ABC Corp,No,44,Michael,8014.3300 - Consulting,57837.88,49811.32,49811.32,0.0,05-Dec-24,Spent,,6161.85,4754.86,6342.44,580.27,4028.19,2687.95,7056.1,5875.99,7216.49,385.43,5984.19,4483.09,55556.84999999999,-,,HR
ECAE-PP-2025-1007,Finance,419340,IT Manpower Service,Regular,Emirates Services,No,53,Fatima,8011.1600 - Outsourcing Services,241457.12,238378.66999999998,206930.71,31447.959999999992,02-Feb-24,Planned,,39042.15,20934.78,33579.08,3383.62,21102.66,26972.55,22436.55,9166.49,2489.39,15362.28,25730.69,39400.54,259600.78,-,,Finance
ECAE-PP-2025-1007,Finance,419340,IT Manpower Service,Regular,Emirates Services,No,53,Fatima,8011.1600 - Outsourcing Services,241457.12,238378.66999999998,238378.66999999998,0.0,02-Feb-24,Spent,,39042.15,20934.78,33579.08,3383.62,21102.66,26972.55,22436.55,9166.49,2489.39,15362.28,25730.69,39400.54,259600.78,-,,Finance
ECAE-PP-2025-1008,HR,416178,Utilities,Regular,Emirates Services,Yes,42,Sarah,8015.4400 - Utilities,181165.45,179825.66,50929.44,128896.22,10-Jun-24,Planned,,7018.91,27984.96,8217.26,7798.88,9428.86,13861.24,555.44,17917.75,949.05,16160.41,13723.24,7269.36,130885.36000000002,-,,HR
ECAE-PP-2025-1008,HR,416178,Utilities,Regular,Emirates Services,Yes,42,Sarah,8015.4400 - Utilities,181165.45,179825.66,179825.66,0.0,10-Jun-24,Spent,,7018.91,27984.96,8217.26,7798.88,9428.86,13861.24,555.44,17917.75,949.05,16160.41,13723.24,7269.36,130885.36000000002,-,,HR
ECAE-PP-2025-1009,Academic Services,413773,Training Service,Regular,GWA,Yes,51,Fatima,8012.1100 - Training Services,111730.5,118637.22,58459.95,60177.270000000004,19-Nov-24,Planned,,7876.92,3304.81,18118.79,17731.99,19460.8,7957.53,16186.37,8204.83,8982.79,16411.47,3507.05,4356.18,132099.53,-,,Academic Services
ECAE-PP-2025-1009,Academic Services,413773,Training Service,Regular,GWA,Yes,51,Fatima,8012.1100 - Training Services,111730.5,118637.22,118637.22,0.0,19-Nov-24,Spent,,7876.92,3304.81,18118.79,17731.99,19460.8,7957.53,16186.37,8204.83,8982.79,16411.47,3507.05,4356.18,132099.53,-,,Academic Services
ECAE-PP-2025-1010,Facilities,417612,Training Service,Framework,ABC Corp,Yes,55,Sarah,8012.1100 - Training Services,126761.23,121716.64,75855.47,45861.17,26-Oct-24,Planned,,5950.41,2845.27,14145.26,6519.34,16284.48,19713.18,886.2,20146.58,5154.79,8522.4,15777.38,13496.98,129442.26999999999,-,,Facilities
ECAE-PP-2025-1010,Facilities,417612,Training Service,Framework,ABC Corp,Yes,55,Sarah,8012.1100 - Training Services,126761.23,121716.64,121716.64,0.0,26-Oct-24,Spent,,5950.41,2845.27,14145.26,6519.34,16284.48,19713.18,886.2,20146.58,5154.79,8522.4,15777.38,13496.98,129442.26999999999,-,,Facilities
ECAE-PP-2025-1011,Facilities,417250,Utilities,Urgent,ABC Corp,No,16,Ali,8015.4400 - Utilities,239696.04,248917.12,103313.94,145603.18,07-Jan-24,Planned,,12912.86,3306.45,29394.31,19042.85,23086.33,18892.84,36937.54,23180.2,38303.24,21181.82,12138.37,14745.96,253122.77,-,,Facilities
ECAE-PP-2025-1011,Facilities,417250,Utilities,Urgent,ABC Corp,No,16,Ali,8015.4400 - Utilities,239696.04,248917.12,248917.12,0.0,07-Jan-24,Spent,,12912.86,3306.45,29394.31,19042.85,23086.33,18892.84,36937.54,23180.2,38303.24,21181.82,12138.37,14745.96,253122.77,-,,Facilities
ECAE-PP-2025-1012,Academic Services,414287,Training Service,Regular,NextGen Solutions,Yes,44,Sarah,8012.1100 - Training Services,248336.13,246432.39,26267.38,220165.01,12-Sep-24,Planned,,29296.11,7350.93,693.19,6563.26,15483.7,4379.03,8119.09,31404.78,31620.71,33575.93,34547.98,17268.17,220302.88,-,,Academic Services
ECAE-PP-2025-1012,Academic Services,414287,Training Service,Regular,NextGen Solutions,Yes,44,Sarah,8012.1100 - Training Services,248336.13,246432.39,246432.39,0.0,12-Sep-24,Spent,,29296.11,7350.93,693.19,6563.26,15483.7,4379.03,8119.09,31404.78,31620.71,33575.93,34547.98,17268.17,220302.88,-,,Academic Services
ECAE-PP-2025-1013,Academic Services,414208,Maintenance Contract,Urgent,GWA,No,59,Fatima,8013.2200 - Maintenance Services,125459.23,119054.09,58974.38,60079.71,05-Apr-24,Planned,,3272.14,17671.05,19662.53,7083.2,5796.82,4340.93,16346.45,4151.17,18336.12,13241.8,17801.12,10992.86,138696.19,-,,Academic Services
ECAE-PP-2025-1013,Academic Services,414208,Maintenance Contract,Urgent,GWA,No,59,Fatima,8013.2200 - Maintenance Services,125459.23,119054.09,119054.09,0.0,05-Apr-24,Spent,,3272.14,17671.05,19662.53,7083.2,5796.82,4340.93,16346.45,4151.17,18336.12,13241.8,17801.12,10992.86,138696.19,-,,Academic Services
ECAE-PP-2025-1014,Information Technology,416194,Maintenance Contract,Urgent,GWA,No,32,Ali,8013.2200 - Maintenance Services,221588.51,213282.79,45539.97,167742.82,02-Feb-24,Planned,,20497.64,10287.96,7379.99,27176.92,33252.78,1877.09,4734.18,22827.09,28595.59,28124.49,25582.67,31545.52,241881.91999999995,-,,Information Technology
ECAE-PP-2025-1014,Information Technology,416194,Maintenance Contract,Urgent,GWA,No,32,Ali,8013.2200 - Maintenance Services,221588.51,213282.79,213282.79,0.0,02-Feb-24,Spent,,20497.64,10287.96,7379.99,27176.92,33252.78,1877.09,4734.18,22827.09,28595.59,28124.49,25582.67,31545.52,241881.91999999995,-,,Information Technology
ECAE-PP-2025-1015,HR,419206,IT Manpower Service,Framework,GlobalTech,No,35,Sarah,8011.1600 - Outsourcing Services,217288.58,216999.56999999998,69237.91,147761.65999999997,21-Jul-24,Planned,,32379.55,35240.08,29649.45,35901.84,12599.38,32396.42,11932.58,4269.04,22472.97,16455.39,33334.72,17800.98,284432.3999999999,-,,HR
ECAE-PP-2025-1015,HR,419206,IT Manpower Service,Framework,GlobalTech,No,35,Sarah,8011.1600 - Outsourcing Services,217288.58,216999.56999999998,216999.56999999998,0.0,21-Jul-24,Spent,,32379.55,35240.08,29649.45,35901.84,12599.38,32396.42,11932.58,4269.04,22472.97,16455.39,33334.72,17800.98,284432.3999999999,-,,HR
ECAE-PP-2025-1016,Facilities,415109,Consulting Service,Framework,NextGen Solutions,No,17,John,8014.3300 - Consulting,193040.7,194085.24000000002,30556.72,163528.52000000002,26-Mar-24,Planned,,30173.42,17135.62,25948.94,18630.66,30985.88,11950.98,1845.44,25252.7,22819.78,17064.44,10557.95,6089.91,218455.72000000003,-,,Facilities
ECAE-PP-2025-1016,Facilities,415109,Consulting Service,Framework,NextGen Solutions,No,17,John,8014.3300 - Consulting,193040.7,194085.24000000002,194085.24000000002,0.0,26-Mar-24,Spent,,30173.42,17135.62,25948.94,18630.66,30985.88,11950.98,1845.44,25252.7,22819.78,17064.44,10557.95,6089.91,218455.72000000003,-,,Facilities
ECAE-PP-2025-1017,Information Technology,414814,IT Manpower Service,Regular,Emirates Services,No,55,Sarah,8011.1600 - Outsourcing Services,196851.21,187080.25999999998,50608.87,136471.38999999998,07-May-24,Planned,,23596.79,2235.6,26507.37,25858.31,14733.85,17474.0,22244.09,21101.04,515.59,3817.54,5069.58,23562.01,186715.77000000002,-,,Information Technology
ECAE-PP-2025-1017,Information Technology,414814,IT Manpower Service,Regular,Emirates Services,No,55,Sarah,8011.1600 - Outsourcing Services,196851.21,187080.25999999998,187080.25999999998,0.0,07-May-24,Spent,,23596.79,2235.6,26507.37,25858.31,14733.85,17474.0,22244.09,21101.04,515.59,3817.54,5069.58,23562.01,186715.77000000002,-,,Information Technology
ECAE-PP-2025-1018,Finance,414950,Utilities,Framework,Emirates Services,Yes,34,Ali,8015.4400 - Utilities,116607.45,125906.34999999999,97196.35,28709.999999999985,26-Apr-24,Planned,,6359.85,5227.19,15790.46,713.28,15284.9,17281.98,1385.89,1297.82,5990.28,4371.19,12194.74,14173.94,100071.52000000002,-,,Finance
ECAE-PP-2025-1018,Finance,414950,Utilities,Framework,Emirates Services,Yes,34,Ali,8015.4400 - Utilities,116607.45,125906.34999999999,125906.34999999999,0.0,26-Apr-24,Spent,,6359.85,5227.19,15790.46,713.28,15284.9,17281.98,1385.89,1297.82,5990.28,4371.19,12194.74,14173.94,100071.52000000002,-,,Finance
ECAE-PP-2025-1019,HR,418688,Utilities,Regular,Emirates Services,No,56,Michael,8015.4400 - Utilities,142541.66,146680.30000000002,85186.58,61493.720000000016,16-Dec-24,Planned,,9198.96,14952.47,4101.03,18857.27,14063.05,6579.99,12251.54,23536.78,500.95,4877.67,10961.42,15607.75,135488.88,-,,HR
ECAE-PP-2025-1019,HR,418688,Utilities,Regular,Emirates Services,No,56,Michael,8015.4400 - Utilities,142541.66,146680.30000000002,146680.30000000002,0.0,16-Dec-24,Spent,,9198.96,14952.47,4101.03,18857.27,14063.05,6579.99,12251.54,23536.78,500.95,4877.67,10961.42,15607.75,135488.88,-,,HR
ECAE-PP-2025-1020,Facilities,416935,Utilities,Urgent,Emirates Services,No,27,Sarah,8015.4400 - Utilities,215790.79,213355.17,53925.9,159429.27000000002,12-May-24,Planned,,10142.87,34255.81,6578.53,28667.7,16544.35,15779.74,26581.84,5264.13,16581.11,1274.22,23839.13,2075.85,187585.28000000003,-,,Facilities
ECAE-PP-2025-1020,Facilities,416935,Utilities,Urgent,Emirates Services,No,27,Sarah,8015.4400 - Utilities,215790.79,213355.17,213355.17,0.0,12-May-24,Spent,,10142.87,34255.81,6578.53,28667.7,16544.35,15779.74,26581.84,5264.13,16581.11,1274.22,23839.13,2075.85,187585.28000000003,-,,Facilities
ECAE-PP-2025-1021,Finance,411724,Training Service,Urgent,ABC Corp,Yes,56,Fatima,8012.1100 - Training Services,56341.62,58172.060000000005,43247.21,14924.850000000006,07-Sep-24,Planned,,860.4,2372.0,8821.41,4480.02,8649.27,1609.42,1990.86,3420.76,3551.65,7225.72,5811.49,5363.94,54156.94000000001,-,,Finance
ECAE-PP-2025-1021,Finance,411724,Training Service,Urgent,ABC Corp,Yes,56,Fatima,8012.1100 - Training Services,56341.62,58172.060000000005,58172.060000000005,0.0,07-Sep-24,Spent,,860.4,2372.0,8821.41,4480.02,8649.27,1609.42,1990.86,3420.76,3551.65,7225.72,5811.49,5363.94,54156.94000000001,-,,Finance
ECAE-PP-2025-1022,HR,414766,Consulting Service,Regular,GWA,No,58,John,8014.3300 - Consulting,207537.68,200602.32,46887.89,153714.43,09-Jan-24,Planned,,27106.11,16560.9,19419.38,27647.08,10451.17,1677.66,16134.99,30548.96,26428.29,12257.38,2165.55,21294.59,211692.06,-,,HR
ECAE-PP-2025-1022,HR,414766,Consulting Service,Regular,GWA,No,58,John,8014.3300 - Consulting,207537.68,200602.32,200602.32,0.0,09-Jan-24,Spent,,27106.11,16560.9,19419.38,27647.08,10451.17,1677.66,16134.99,30548.96,26428.29,12257.38,2165.55,21294.59,211692.06,-,,HR
ECAE-PP-2025-1023,Information Technology,417693,Maintenance Contract,Framework,NextGen Solutions,Yes,32,John,8013.2200 - Maintenance Services,246243.99,249447.19999999998,155857.23,93589.96999999997,09-Jul-24,Planned,,40393.74,32676.46,15327.33,29682.07,38721.25,22403.83,19204.95,22990.44,12951.72,37722.6,33146.62,29330.17,334551.18,-,,Information Technology
ECAE-PP-2025-1023,Information Technology,417693,Maintenance Contract,Framework,NextGen Solutions,Yes,32,John,8013.2200 - Maintenance Services,246243.99,249447.19999999998,249447.19999999998,0.0,09-Jul-24,Spent,,40393.74,32676.46,15327.33,29682.07,38721.25,22403.83,19204.95,22990.44,12951.72,37722.6,33146.62,29330.17,334551.18,-,,Information Technology
ECAE-PP-2025-1024,Finance,413798,Consulting Service,Urgent,NextGen Solutions,Yes,54,Michael,8014.3300 - Consulting,209457.13,211399.41,137828.97,73570.44,07-Jan-24,Planned,,760.11,23708.17,21439.91,22781.04,7690.92,7987.99,15172.91,3377.38,2628.86,3113.19,20187.91,14013.73,142862.12000000002,-,,Finance
ECAE-PP-2025-1024,Finance,413798,Consulting Service,Urgent,NextGen Solutions,Yes,54,Michael,8014.3300 - Consulting,209457.13,211399.41,211399.41,0.0,07-Jan-24,Spent,,760.11,23708.17,21439.91,22781.04,7690.92,7987.99,15172.91,3377.38,2628.86,3113.19,20187.91,14013.73,142862.12000000002,-,,Finance
ECAE-PP-2025-1025,Finance,412225,Maintenance Contract,Regular,GWA,No,27,John,8013.2200 - Maintenance Services,87285.01,78790.04999999999,41593.43,37196.61999999999,13-Mar-24,Planned,,1828.18,2315.31,3311.19,3214.79,4081.96,7559.0,369.95,5019.88,3235.45,7966.07,12936.92,6797.67,58636.369999999995,-,,Finance
ECAE-PP-2025-1025,Finance,412225,Maintenance Contract,Regular,GWA,No,27,John,8013.2200 - Maintenance Services,87285.01,78790.04999999999,78790.04999999999,0.0,13-Mar-24,Spent,,1828.18,2315.31,3311.19,3214.79,4081.96,7559.0,369.95,5019.88,3235.45,7966.07,12936.92,6797.67,58636.369999999995,-,,Finance
ECAE-PP-2025-1026,Finance,417074,Training Service,Framework,NextGen Solutions,Yes,25,Sarah,8012.1100 - Training Services,244813.62,253531.19999999998,162750.33,90780.87,12-Feb-24,Planned,,35282.25,35799.64,17433.41,37574.51,30406.01,35450.88,41798.48,4919.13,15658.92,34080.81,3646.77,22850.81,314901.62000000005,-,,Finance
ECAE-PP-2025-1026,Finance,417074,Training Service,Framework,NextGen Solutions,Yes,25,Sarah,8012.1100 - Training Services,244813.62,253531.19999999998,253531.19999999998,0.0,12-Feb-24,Spent,,35282.25,35799.64,17433.41,37574.51,30406.01,35450.88,41798.48,4919.13,15658.92,34080.81,3646.77,22850.81,314901.62000000005,-,,Finance
ECAE-PP-2025-1027,Academic Services,418305,Consulting Service,Regular,ABC Corp,No,23,Sarah,8014.3300 - Consulting,203358.24,195901.75999999998,151405.47,44496.28999999998,30-Oct-24,Planned,,1946.68,20478.55,6703.22,17217.52,25458.76,8055.7,12843.3,31042.86,24862.57,18699.58,7248.28,13886.35,188443.37,-,,Academic Services
ECAE-PP-2025-1027,Academic Services,418305,Consulting Service,Regular,ABC Corp,No,23,Sarah,8014.3300 - Consulting,203358.24,195901.75999999998,195901.75999999998,0.0,30-Oct-24,Spent,,1946.68,20478.55,6703.22,17217.52,25458.76,8055.7,12843.3,31042.86,24862.57,18699.58,7248.28,13886.35,188443.37,-,,Academic Services
ECAE-PP-2025-1028,Information Technology,411772,Consulting Service,Urgent,GWA,No,34,Sarah,8014.3300 - Consulting,94875.97,86454.21,63096.73,23357.480000000003,17-Oct-24,Planned,,3882.87,5311.34,13236.62,12943.56,2313.05,11949.0,4288.24,7835.68,73.46,14388.72,10966.67,3483.14,90672.34999999999,-,,Information Technology
ECAE-PP-2025-1028,Information Technology,411772,Consulting Service,Urgent,GWA,No,34,Sarah,8014.3300 - Consulting,94875.97,86454.21,86454.21,0.0,17-Oct-24,Spent,,3882.87,5311.34,13236.62,12943.56,2313.05,11949.0,4288.24,7835.68,73.46,14388.72,10966.67,3483.14,90672.34999999999,-,,Information Technology
ECAE-PP-2025-1029,Information Technology,417053,Consulting Service,Regular,NextGen Solutions,No,43,Michael,8014.3300 - Consulting,67955.49,68323.62000000001,35177.39,33146.23000000001,02-Sep-24,Planned,,235.05,3699.24,4538.75,7239.36,10592.12,2316.01,7826.85,1109.13,2170.66,5797.65,8066.49,9776.75,63368.06,-,,Information Technology
ECAE-PP-2025-1029,Information Technology,417053,Consulting Service,Regular,NextGen Solutions,No,43,Michael,8014.3300 - Consulting,67955.49,68323.62000000001,68323.62000000001,0.0,02-Sep-24,Spent,,235.05,3699.24,4538.75,7239.36,10592.12,2316.01,7826.85,1109.13,2170.66,5797.65,8066.49,9776.75,63368.06,-,,Information Technology
ECAE-PP-2025-1030,HR,412143,Training Service,Urgent,GlobalTech,Yes,35,Michael,8012.1100 - Training Services,116963.95,119972.95,83199.07,36773.87999999999,02-Oct-24,Planned,,2064.54,3139.87,17839.81,2383.06,7624.01,14659.54,15826.27,19089.08,15787.92,16886.84,18983.24,11071.26,145355.44,-,,HR
ECAE-PP-2025-1030,HR,412143,Training Service,Urgent,GlobalTech,Yes,35,Michael,8012.1100 - Training Services,116963.95,119972.95,119972.95,0.0,02-Oct-24,Spent,,2064.54,3139.87,17839.81,2383.06,7624.01,14659.54,15826.27,19089.08,15787.92,16886.84,18983.24,11071.26,145355.44,-,,HR
ECAE-PP-2025-1031,Facilities,416181,Consulting Service,Regular,ABC Corp,Yes,56,Ali,8014.3300 - Consulting,207066.17,216079.6,95603.76,120475.84000000001,13-Jul-24,Planned,,6436.33,16963.23,33621.78,12319.18,22647.79,435.18,25610.0,21718.46,25763.7,32579.78,5275.91,9420.7,212792.04,-,,Facilities
ECAE-PP-2025-1031,Facilities,416181,Consulting Service,Regular,ABC Corp,Yes,56,Ali,8014.3300 - Consulting,207066.17,216079.6,216079.6,0.0,13-Jul-24,Spent,,6436.33,16963.23,33621.78,12319.18,22647.79,435.18,25610.0,21718.46,25763.7,32579.78,5275.91,9420.7,212792.04,-,,Facilities
ECAE-PP-2025-1032,Facilities,411746,IT Manpower Service,Urgent,NextGen Solutions,No,44,Michael,8011.1600 - Outsourcing Services,80556.74,74156.22,16664.58,57491.64,06-Sep-24,Planned,,12225.66,2411.47,9956.83,1184.48,4368.38,3012.75,12073.08,318.01,8919.38,3061.69,10026.52,3846.54,71404.79,-,,Facilities
ECAE-PP-2025-1032,Facilities,411746,IT Manpower Service,Urgent,NextGen Solutions,No,44,Michael,8011.1600 - Outsourcing Services,80556.74,74156.22,74156.22,0.0,06-Sep-24,Spent,,12225.66,2411.47,9956.83,1184.48,4368.38,3012.75,12073.08,318.01,8919.38,3061.69,10026.52,3846.54,71404.79,-,,Facilities
ECAE-PP-2025-1033,Facilities,413342,Training Service,Urgent,GWA,No,22,Fatima,8012.1100 - Training Services,72094.59,80383.7,22213.17,58170.53,03-Jun-24,Planned,,8138.65,12464.17,2022.73,8753.07,5101.26,5369.82,6723.09,3132.08,6178.6,9201.87,6124.07,569.5,73778.91,-,,Facilities
ECAE-PP-2025-1033,Facilities,413342,Training Service,Urgent,GWA,No,22,Fatima,8012.1100 - Training Services,72094.59,80383.7,80383.7,0.0,03-Jun-24,Spent,,8138.65,12464.17,2022.73,8753.07,5101.26,5369.82,6723.09,3132.08,6178.6,9201.87,6124.07,569.5,73778.91,-,,Facilities
ECAE-PP-2025-1034,Finance,411290,Maintenance Contract,Regular,Emirates Services,Yes,49,John,8013.2200 - Maintenance Services,113243.08,110097.77,14522.49,95575.28,01-Dec-24,Planned,,13605.51,10728.9,5065.77,9332.76,4622.84,16568.11,14062.89,9046.48,17715.78,10032.76,6028.5,1751.79,118562.08999999998,-,,Finance
ECAE-PP-2025-1034,Finance,411290,Maintenance Contract,Regular,Emirates Services,Yes,49,John,8013.2200 - Maintenance Services,113243.08,110097.77,110097.77,0.0,01-Dec-24,Spent,,13605.51,10728.9,5065.77,9332.76,4622.84,16568.11,14062.89,9046.48,17715.78,10032.76,6028.5,1751.79,118562.08999999998,-,,Finance
ECAE-PP-2025-1035,Finance,412625,Consulting Service,Regular,Emirates Services,No,27,Michael,8014.3300 - Consulting,202428.07,200660.57,95565.43,105095.14000000001,13-Jul-24,Planned,,1216.99,26041.63,23978.47,13671.75,28289.7,17883.51,2180.79,8675.44,15443.27,3459.7,19098.91,4032.21,163972.37,-,,Finance
ECAE-PP-2025-1035,Finance,412625,Consulting Service,Regular,Emirates Services,No,27,Michael,8014.3300 - Consulting,202428.07,200660.57,200660.57,0.0,13-Jul-24,Spent,,1216.99,26041.63,23978.47,13671.75,28289.7,17883.51,2180.79,8675.44,15443.27,3459.7,19098.91,4032.21,163972.37,-,,Finance
ECAE-PP-2025-1036,Finance,418393,IT Manpower Service,Regular,NextGen Solutions,No,20,Fatima,8011.1600 - Outsourcing Services,209486.23,213409.02000000002,38940.01,174469.01,03-Jan-24,Planned,,13628.11,11391.95,35272.01,20999.44,25278.98,18720.46,27386.52,26749.85,23373.48,35487.89,16354.01,25117.97,279760.67000000004,-,,Finance
ECAE-PP-2025-1036,Finance,418393,IT Manpower Service,Regular,NextGen Solutions,No,20,Fatima,8011.1600 - Outsourcing Services,209486.23,213409.02000000002,213409.02000000002,0.0,03-Jan-24,Spent,,13628.11,11391.95,35272.01,20999.44,25278.98,18720.46,27386.52,26749.85,23373.48,35487.89,16354.01,25117.97,279760.67000000004,-,,Finance
ECAE-PP-2025-1037,Information Technology,419541,Utilities,Framework,GWA,Yes,59,Ali,8015.4400 - Utilities,229825.42,225550.31000000003,58125.4,167424.91000000003,19-Apr-24,Planned,,24721.16,30881.71,29790.57,29394.87,3332.04,3001.58,11532.01,1351.34,18812.01,14840.54,20939.56,11231.97,199829.36000000002,-,,Information Technology
ECAE-PP-2025-1037,Information Technology,419541,Utilities,Framework,GWA,Yes,59,Ali,8015.4400 - Utilities,229825.42,225550.31000000003,225550.31000000003,0.0,19-Apr-24,Spent,,24721.16,30881.71,29790.57,29394.87,3332.04,3001.58,11532.01,1351.34,18812.01,14840.54,20939.56,11231.97,199829.36000000002,-,,Information Technology
ECAE-PP-2025-1038,Academic Services,416414,Utilities,Urgent,GWA,No,33,Michael,8015.4400 - Utilities,184687.18,191271.81,167315.36,23956.45000000001,08-Nov-24,Planned,,1806.74,3499.61,25903.39,7426.17,11334.93,4631.88,6221.18,24719.24,8347.73,14314.62,4835.08,21611.48,134652.05,-,,Academic Services
ECAE-PP-2025-1038,Academic Services,416414,Utilities,Urgent,GWA,No,33,Michael,8015.4400 - Utilities,184687.18,191271.81,191271.81,0.0,08-Nov-24,Spent,,1806.74,3499.61,25903.39,7426.17,11334.93,4631.88,6221.18,24719.24,8347.73,14314.62,4835.08,21611.48,134652.05,-,,Academic Services
ECAE-PP-2025-1039,Finance,412456,Maintenance Contract,Framework,GlobalTech,No,40,Michael,8013.2200 - Maintenance Services,68742.1,64002.810000000005,7863.53,56139.280000000006,01-Jan-24,Planned,,7180.45,4672.74,3401.85,4391.66,9725.79,1751.24,2650.78,6466.32,1240.39,9513.64,503.88,8057.02,59555.759999999995,-,,Finance
ECAE-PP-2025-1039,Finance,412456,Maintenance Contract,Framework,GlobalTech,No,40,Michael,8013.2200 - Maintenance Services,68742.1,64002.810000000005,64002.810000000005,0.0,01-Jan-24,Spent,,7180.45,4672.74,3401.85,4391.66,9725.79,1751.24,2650.78,6466.32,1240.39,9513.64,503.88,8057.02,59555.759999999995,-,,Finance
ECAE-PP-2025-1040,HR,419013,Consulting Service,Regular,GlobalTech,Yes,55,Fatima,8014.3300 - Consulting,114515.63,114482.47,60309.7,54172.770000000004,28-Nov-24,Planned,,478.87,4485.03,6354.63,11954.43,2513.36,8344.44,3897.43,16319.54,857.98,6791.44,12046.88,17422.1,91466.13,-,,HR
